gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-LOC106723898	LOC106723898	2195	2187.891	3992.729	1073.035	938	2637.059	12349.5	3147.451	1532.51	0	979	2546.124
gene-LOC106723899	LOC106723899	0	73.005	91	10	8	60	129	64	25	0	27	60
gene-LOC106723900	LOC106723900	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723901	LOC106723901	0	0	2.244	2.142	5.066	0	1.894	0	0	0	0	0
gene-LOC106723902	LOC106723902	4	73	87	17	31	66	156	66	10	0	24	65
gene-LOC106723903	LOC106723903	0	16	21	4	12	14	24	4	3	0	6	28
gene-LOC106723904	LOC106723904	0	5	21	8	8	0	4	2	0	0	11	22.31
gene-LOC106723905	LOC106723905	1	7.004	34.018	8.002	31.059	0	0	4.002	0	0	31.035	79.12
gene-LOC106723906	LOC106723906	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723907	LOC106723907	0	0	8	0	9	3	8	16	2	0	5	15
gene-LOC106723908	LOC106723908	56	43	150	38	59	17	65	24	12	0	90	208
gene-LOC106723909	LOC106723909	0	7	41	0	39	1	4	15	1	0	33	90
gene-LOC106723910	LOC106723910	39	3	24	4	5	19	366	31	5	0	4	11
gene-LOC106723911	LOC106723911	123	61	57	31	75	53	172	143	40	0	21	54
gene-LOC106723912	LOC106723912	5	0	5	0	3	1	0	4	0	0	4	15
gene-LOC106723913	LOC106723913	50	81	38	10	9	98	73	48	5	0	20	77
gene-LOC106723914	LOC106723914	10	106	66	70	65	129	52	7	82	0	28	74
gene-LOC106723915	LOC106723915	3	0	1	0	0	0	13	14	0	0	2	13
gene-LOC106723916	LOC106723916	0	1	1	4	0	3	4	3	0	0	2	6
gene-LOC106723917	LOC106723917	6.021	9	30	9	39	1	15.561	2	1	0	12	47
gene-LOC106723920	LOC106723920	125.008	58.191	62	49	46.08	69.027	90.089	39.005	33.015	0	8.006	29.008
gene-LOC106723921	LOC106723921	0	0	9	0	0	0	20	0	0	0	0	0
gene-LOC106723922	LOC106723922	0	1	22	0	4	0	120	3	0	0	1	4
gene-LOC106723923	LOC106723923	69.044	15.559	8.189	8.084	11.293	9.004	23.011	2.001	5.572	0	5.596	10.73
gene-LOC106723924	LOC106723924	0	0	0	0	3	0	5	0	0	0	0	0
gene-LOC106723925	LOC106723925	162.914	241.928	327.708	103.995	154.238	188.08	472.761	247.26	101.545	0	192.391	579.706
gene-LOC106723926	LOC106723926	0	71	132	55	115	2	16.001	4	0	0	102	299
gene-LOC106723927	LOC106723927	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723928	LOC106723928	7	3	18.375	0	0	10	0	17	0	0	2	0
gene-LOC106723929	LOC106723929	186.838	3.041	5.764	2	33.887	6	25	52.921	0	0	4.526	17.064
gene-LOC106723930	LOC106723930	22	2	28	16	37	15	107	67	12	0	19	38
gene-LOC106723931	LOC106723931	286.04	107.838	551.434	58.41	76.905	72.55	564.75	64.061	29.692	0	69.132	135.781
gene-LOC106723932	LOC106723932	0	2	3	0	0	6	5	3	1	0	0	4
gene-LOC106723933	LOC106723933	318	160	34	134	77	692.026	143	147	353	0	19	53
gene-LOC106723934	LOC106723934	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723935	LOC106723935	6	15	154	13	146	13	56.004	2.072	3	0	95	222
gene-LOC106723936	LOC106723936	0	0	20	0	0	1	61	3	0	0	0	0
gene-LOC106723937	LOC106723937	0	0	12.625	3	0	0	39	0	4	0	0	14
gene-LOC106723938	LOC106723938	0	4	3	0	0	6	10	3	3	0	0	0
gene-LOC106723939	LOC106723939	10	23	84	38	61	1	57	11	4	0	10	34
gene-LOC106723940	LOC106723940	0	0	7	0	0	1	35	5	0	0	2	6
gene-LOC106723941	LOC106723941	0	0	2	0	9	0	7	4	0	0	2	3
gene-LOC106723942	LOC106723942	863	120	82	21	257	192	260	309	47	0	53	158
gene-LOC106723944	LOC106723944	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723945	LOC106723945	6	11	27	17	43	16	108	72.008	20	0	34	85
gene-LOC106723946	LOC106723946	19	0	1	0	10	0	1	2	0	0	5	6
gene-LOC106723947	LOC106723947	0	382.147	0	1194.674	0	188.948	3.414	0	1168.737	0	0	0
gene-LOC106723948	LOC106723948	4187.225	87	9937.52	71	1903	138	16439.001	7469.821	73.001	0	2826.796	7669.001
gene-LOC106723949	LOC106723949	68	14	68	17	11	37	298	82	25	0	29	44
gene-LOC106723950	LOC106723950	11031.879	1718.946	1390.648	847	719	3837.567	4872.782	6812.297	1510.087	0	845	2344
gene-LOC106723951	LOC106723951	659	56	60	116	304	52	253	222.003	94	0	66	172
gene-LOC106723952	LOC106723952	0	5	6	8	9	0	1	0	0	0	3	5
gene-LOC106723953	LOC106723953	0	63	98	7	11	38.002	71	27	11	0	46	96
gene-LOC106723954	LOC106723954	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723955	LOC106723955	11	33	129	25	55	10	27	16.014	3	0	45	96
gene-LOC106723956	LOC106723956	14	13	38	7	8	56	331	189	4	0	15	33
gene-LOC106723957	LOC106723957	8	10	56.002	7	20	0	0	0	0	0	22.001	81.009
gene-LOC106723958	LOC106723958	0	21	14	8	6	13	65	36	1	0	18	62
gene-LOC106723959	LOC106723959	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723960	LOC106723960	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723961	LOC106723961	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723962	LOC106723962	47.105	106.846	120.135	107.368	26.619	35.31	77.949	62.154	45.113	0	53.536	140.984
gene-LOC106723963	LOC106723963	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723964	LOC106723964	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723965	LOC106723965	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723966	LOC106723966	0	12	280	13	10	0	11	1	0	0	16	23
gene-LOC106723967	LOC106723967	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723968	LOC106723968	0	10	50	2	18	0	3	0	0	0	1	0
gene-LOC106723969	LOC106723969	0	16	111	0	14	0	2	1	0	0	23	69
gene-LOC106723970	LOC106723970	0	3.883	2.322	3.676	15.743	0	0	1.145	0	0	6.12	2.395
gene-LOC106723971	LOC106723971	0	0	5	0	0	0	0	0	0	0	0	0
gene-LOC106723972	LOC106723972	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723973	LOC106723973	0	2	8	1	46	4	72	29	6	0	16	34
gene-LOC106723974	LOC106723974	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723975	LOC106723975	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723976	LOC106723976	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723977	LOC106723977	27	308	219.067	1146.944	2025	22	17.567	6.468	6	0	109	295
gene-LOC106723978	LOC106723978	0	0	0	65.056	0	0	57.433	12.532	0	0	0	0
gene-LOC106723979	LOC106723979	18912.625	7954.839	2692	3147.088	4052	9770.356	6246.924	4007.762	4863.075	0	1114	2991
gene-LOC106723980	LOC106723980	47	4	10.002	7	34	9	13	2	9	0	2	5
gene-LOC106723981	LOC106723981	693	304	1081	477.011	2036	331	1436.061	907.517	270.359	0	638.399	1675.559
gene-LOC106723982	LOC106723982	13	3	1	1	16	2	7	8	1	0	0	2
gene-LOC106723983	LOC106723983	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC106723984	LOC106723984	0	5	1	0	0	0	0	0	0	0	0	0
gene-LOC106723985	LOC106723985	14	6	29	12	151	17	133	103	22	0	50	122
gene-LOC106723986	LOC106723986	0	2	1	1	0	0	5	2	0	0	0	4
gene-LOC106723987	LOC106723987	0	3	2	0	0	7	6	0	0	0	6	13
gene-LOC106723988	LOC106723988	0	0	2	0	10	0	1	0	0	0	11	20
gene-LOC106723989	LOC106723989	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723990	LOC106723990	0	58	38	37	25	17	13	0	6	0	6	25
gene-LOC106723991	LOC106723991	78	234	182	136	51	313	210	117	194	0	51	186
gene-LOC106723992	LOC106723992	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106723993	LOC106723993	224	111	269	110	332	94	271	337	33	0	173	524
gene-LOC106723994	LOC106723994	11	129	151	58	72	106	270	82	33	0	51	155
gene-LOC106723995	LOC106723995	0	7	5	4	7	0	1	0	1	0	3	8
gene-LOC106723996	LOC106723996	4	3	0	0	12	9	3	0	6	0	0	1
gene-LOC106723997	LOC106723997	84.036	54.053	95.059	49.025	42.007	161.119	398.372	206.148	111.008	0	27.036	95.236
gene-LOC106723998	LOC106723998	0	3.759	13.218	2.362	99.464	6.479	52.684	20.564	11.079	0	1.136	10.932
gene-LOC106724003	LOC106724003	8	0	15	0	2	2	19	0	0	0	0	0
gene-LOC106724004	LOC106724004	0	0	40	0	0	0	138	0	0	0	0	0
gene-LOC106724005	LOC106724005	0	0	2	0	0	0	10	0	0	0	0	0
gene-LOC106724006	LOC106724006	22	0	3	0	14	0	14	28	0	0	16	18
gene-LOC106724007	LOC106724007	52	50	53	9	21	110	269	134	16	0	26	66
gene-LOC106724008	LOC106724008	0	0	2	1	1	0	0	8	1	0	0	1
gene-LOC106724009	LOC106724009	246	1	4	27	76	21	15	161	59	0	21	51
gene-LOC106724010	LOC106724010	257	886	980	58	121	1042	3428	1606	120	0	221	509
gene-LOC106724011	LOC106724011	1.966	1.346	0	2.511	4.26	0	8.181	13.962	5.612	0	2	3
gene-LOC106724012	LOC106724012	2015	8	7	341.734	537	2	12	1332	80.079	0	285	783
gene-LOC106724013	LOC106724013	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724014	LOC106724014	1164	513.96	653.834	222	677.95	280	934.998	1711	133	0	913.705	2289.497
gene-LOC106724016	LOC106724016	0	0	0	0	3	0	0	1	0	0	1	10
gene-LOC106724017	LOC106724017	33	0	8	0	0	0	5	1	1	0	5	6
gene-LOC106724018	LOC106724018	1	5	17	0	0	5	16	8	0	0	2	10
gene-LOC106724019	LOC106724019	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724020	LOC106724020	12.027	1.051	12.982	6.655	0	3.005	15.022	1.001	9.009	0	1.009	0
gene-LOC106724021	LOC106724021	54	11	37	15	30	14	112	49	40	0	4	10
gene-LOC106724022	LOC106724022	0	7	3	11	0	3	6	1	0	0	0	0
gene-LOC106724023	LOC106724023	0	59	15	12	2	57	60	0	6	0	1	2
gene-LOC106724024	LOC106724024	1743.008	672	672	235	833	1346	4286.168	2989.469	920	0	358	937
gene-LOC106724025	LOC106724025	0	70.637	113.827	38.513	18.474	0	6.006	7.009	3.002	0	33.352	111.762
gene-LOC106724026	LOC106724026	0	4	2	0	0	2	1	13	0	0	0	0
gene-LOC106724027	LOC106724027	0	14	46	10	11	9	54	12	0	0	15	43
gene-LOC106724028	LOC106724028	0	0	2	0	0	0	13	2	0	0	0	6
gene-LOC106724029	LOC106724029	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724030	LOC106724030	11	2	8	0	0	0	3	0	0	0	0	0
gene-LOC106724032	LOC106724032	0	19	28	3	7	32	89	21	4	0	4	4
gene-LOC106724033	LOC106724033	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724034	LOC106724034	0	10	1	7	0	11	5	2	0	0	1	4
gene-LOC106724035	LOC106724035	3	28	50	18	36	3	55	35	9	0	18	49
gene-LOC106724036	LOC106724036	1	3	4	1	10	2	14	15	1	0	12	21
gene-LOC106724037	LOC106724037	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724038	LOC106724038	0	0	0	0	55.285	0	0	9.969	0	0	18.265	32.596
gene-LOC106724039	LOC106724039	0	2	5	0	5	7	29	18	1	0	1	5
gene-LOC106724040	LOC106724040	0	0	6	0	1	0	12	1	0	0	0	0
gene-LOC106724042	LOC106724042	0	0	12.801	5.464	0	0	0	0	0	0	5.778	3.779
gene-LOC106724043	LOC106724043	191	50	1076	27	624	79	2950.885	1068.034	30	0	204	693
gene-LOC106724044	LOC106724044	3	9	13	2	5	0	24	2	1	0	1	3
gene-LOC106724045	LOC106724045	14	25	37	15	24	18	156	9	43	0	4	19
gene-LOC106724046	LOC106724046	52	48	77	27	4	71.772	167.07	66	38	0	19	35
gene-LOC106724047	LOC106724047	0	1	14	0	0	0	46	1	1	0	0	0
gene-LOC106724048	LOC106724048	39	162	63	61	63	173	365	49	65	0	4	22
gene-LOC106724049	LOC106724049	763.018	161	2440	137	588	146	5797.494	2993.482	133	0	723	2030.053
gene-LOC106724050	LOC106724050	0	0	2	0	6	0	0	0	0	0	2	4
gene-LOC106724051	LOC106724051	6	12	0	2	4	2	2	1	2	0	1	2
gene-LOC106724052	LOC106724052	0	0	0	0	11	0	0	0	0	0	3	0
gene-LOC106724053	LOC106724053	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724054	LOC106724054	1	87	5	27	6	11	0	1	0	0	2	6.009
gene-LOC106724055	LOC106724055	0	1	0	0	0	0	0	0	0	0	0	0
gene-LOC106724056	LOC106724056	0	40	0	9	2	7	0	0	0	0	0	0
gene-LOC106724057	LOC106724057	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724058	LOC106724058	537.897	0	5.059	8.057	17.297	54.088	70.079	267.418	49.062	0	2.025	1.009
gene-LOC106724059	LOC106724059	38	0	21	0	3	10	141	13	3	0	1	0
gene-LOC106724060	LOC106724060	0	0	35	0	10	0	8	10	0	0	33	91
gene-LOC106724061	LOC106724061	0	5	0	5.956	0	2	0	0	0	0	1	5
gene-LOC106724062	LOC106724062	1166.92	12	0	24	201	27	0	156	21	0	46	139
gene-LOC106724063	LOC106724063	0	0	2	5	7	0	0	0	2	0	18	20
gene-LOC106724064	LOC106724064	0	26	7	2	0	41	9	0	0	0	0	1
gene-LOC106724066	LOC106724066	0	11	25	3	0	4	4	0	0	0	2	1
gene-LOC106724067	LOC106724067	0	3	0	4	0	1	0	0	5	0	0	0
gene-LOC106724068	LOC106724068	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724069	LOC106724069	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724070	LOC106724070	1043.366	22.14	50.276	37.835	268.942	32.032	219.446	338.186	73.708	0	52.886	137.034
gene-LOC106724071	LOC106724071	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724072	LOC106724072	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724073	LOC106724073	103	741.095	419	343	137	574.999	703.085	137	442.004	0	63	214.037
gene-LOC106724074	LOC106724074	0	2	19.739	0	2	5	26	2	0	0	6	5
gene-LOC106724075	LOC106724075	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724076	LOC106724076	62	29	53	62	95	15	13	18	1	0	41	114
gene-LOC106724077	LOC106724077	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724078	LOC106724078	0	62	180	65	54	107	285	167	46	0	89	238
gene-LOC106724079	LOC106724079	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724080	LOC106724080	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724081	LOC106724081	172	81	45	27	61	83	39	35	24	0	36	74
gene-LOC106724082	LOC106724082	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724083	LOC106724083	0	178.871	63.904	92.977	307.176	62	18	8	10	0	49.725	134.961
gene-LOC106724084	LOC106724084	0	53.094	65.492	94.412	64.014	137.018	189.908	39	203.66	0	18	47.057
gene-LOC106724085	LOC106724085	1208.193	63.519	326.103	135.493	146	82.565	459	1063.105	50	0	330	878.811
gene-LOC106724086	LOC106724086	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724087	LOC106724087	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724088	LOC106724088	8	2	0	5	33.129	0	0	0	0	0	2	4
gene-LOC106724089	LOC106724089	0	0	33	0	0	0	88	0	0	0	0	0
gene-LOC106724090	LOC106724090	0	0	0	0	0	0	3	0	0	0	0	0
gene-LOC106724091	LOC106724091	5.031	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724092	LOC106724092	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724093	LOC106724093	0	0	0	1	0	0	7	6	0	0	0	0
gene-LOC106724094	LOC106724094	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724095	LOC106724095	0	3	4	0	5	0	15	7	0	0	4	17
gene-LOC106724096	LOC106724096	0	285	118	67	76	103	35	13	11.001	0	36	66
gene-LOC106724097	LOC106724097	0	1	16	4	11	1	14.014	7	9	0	2	3
gene-LOC106724098	LOC106724098	1563.306	0	0	94.17	0	262.721	0	0	0	0	0	0
gene-LOC106724099	LOC106724099	26353.421	376	1126.932	650.997	3586.644	684.996	2779.127	3927.444	586.837	0	840.35	2352.032
gene-LOC106724100	LOC106724100	176580.764	1344.619	3166.984	1566.308	24759.467	1793.294	6686.067	14301.882	1269.817	0	3644.901	9822.393
gene-LOC106724101	LOC106724101	73	237	121	53	132	215	389	248	129	0	49	171
gene-LOC106724102	LOC106724102	56	34	50	7	455	11	78	198	11	0	66	178
gene-LOC106724103	LOC106724103	0	26	80	14	11	34	91	49	3	0	32	78
gene-LOC106724104	LOC106724104	0	0	0	0	2	0	0	0	0	0	0	0
gene-LOC106724105	LOC106724105	0	57	34	1	3	54	68	3	7	0	1	13
gene-LOC106724106	LOC106724106	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724107	LOC106724107	0	1	0	2	7	0	4	0	0	0	0	0
gene-LOC106724108	LOC106724108	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724109	LOC106724109	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724110	LOC106724110	0	2	4	2	10	0	41	13	0	0	1	10
gene-LOC106724111	LOC106724111	17.051	2.024	6.044	11.099	3.055	7.044	8.02	2.004	0	0	13.319	24.335
gene-LOC106724112	LOC106724112	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC106724113	LOC106724113	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724114	LOC106724114	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724115	LOC106724115	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724116	LOC106724116	2	3	5	0	15	3	3	0	2	0	1	8
gene-LOC106724117	LOC106724117	75	29	36	166	50	25	20	33	53	0	27	98
gene-LOC106724118	LOC106724118	253	2	37	0	66	1	67	904	0	0	129	394
gene-LOC106724119	LOC106724119	67.942	12.636	1679.168	18.509	20.457	37.411	8467.224	21.528	19.632	0	14.862	24.796
gene-LOC106724120	LOC106724120	0	0	0	0	5	0	0	0	0	0	0	0
gene-LOC106724121	LOC106724121	0	0	0	0	1	0	0	0	0	0	0	0
gene-LOC106724122	LOC106724122	0	0	8	0	0	0	32	10	0	0	2	8
gene-LOC106724123	LOC106724123	11	6.009	354.785	5.487	100.988	5.06	173.552	115.724	6.831	0	98.391	343.054
gene-LOC106724124	LOC106724124	0	36.991	1366.217	77.513	245.012	15.94	473.448	308.276	32.169	0	370.609	922.946
gene-LOC106724125	LOC106724125	0	55	64	126	35	45	70	7	50	0	6	25
gene-LOC106724126	LOC106724126	8	0	50	0	9	2	63	19	1	0	2	19
gene-LOC106724127	LOC106724127	0	17	118	0	50	10	23	1	2	0	9	19
gene-LOC106724128	LOC106724128	30	12	15	53	6	6	5	1	14	0	1	2
gene-LOC106724130	LOC106724130	7	70	8	13	3	107	20	20	18	0	3	9
gene-LOC106724131	LOC106724131	235	34	38	39	208	56	19	88	24	0	51	173
gene-LOC106724132	LOC106724132	2.933	12.168	1.41	2.575	2.739	2.49	48.706	22.728	9.684	0	1.723	16.985
gene-LOC106724133	LOC106724133	0	5	40	24	73	3	28	6	9	0	10	22
gene-LOC106724134	LOC106724134	0	1	53	26	176	2	27	34	0	0	89	247
gene-LOC106724135	LOC106724135	42	109	1236	71	536	0	258	34	0	0	219	540
gene-LOC106724136	LOC106724136	0	7	5	0	8	2	6	3	2	0	3	8
gene-LOC106724137	LOC106724137	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724138	LOC106724138	0	4.002	18.264	7.984	89.689	1	11.002	8	2	0	53.96	118.146
gene-LOC106724139	LOC106724139	1	0	51.272	13.024	5.718	0	0	0	0	0	3.077	5.956
gene-LOC106724140	LOC106724140	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724141	LOC106724141	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724143	LOC106724143	36	23	27	23	11	64.111	57	17.173	51.448	0	7	16
gene-LOC106724144	LOC106724144	127	172	43	128	44	272.128	102	37.827	191.586	0	7	25
gene-LOC106724145	LOC106724145	1	53	66	31	71	6	42	5	2	0	33	81
gene-LOC106724146	LOC106724146	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724147	LOC106724147	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724148	LOC106724148	198	72	65	41	35	105	202	93	90	0	38	93
gene-LOC106724149	LOC106724149	3	59	40	6	16	130	206	48	2	0	8	12
gene-LOC106724150	LOC106724150	0	3	126	5	43	0	132	7	0	0	12	30
gene-LOC106724151	LOC106724151	0	6	29	6.397	19	2	0	7	0	0	9	65
gene-LOC106724153	LOC106724153	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724154	LOC106724154	2	0	2	0	0	0	7	0	0	0	2	4
gene-LOC106724155	LOC106724155	0	0	0	3.603	0	0	0	0	0	0	0	0
gene-LOC106724156	LOC106724156	22	2	1	2	0	3	6	8	3	0	4	4
gene-LOC106724157	LOC106724157	13	138.002	220.108	110	243.082	52	157.038	79	44	0	108.004	310.214
gene-LOC106724158	LOC106724158	103	116	160	30	104	46	87	73.021	15	0	94	282
gene-LOC106724159	LOC106724159	29	15	21	68	10	47	53	20	77	0	4	19
gene-LOC106724160	LOC106724160	0	4.023	13.096	4.036	4.038	0	1	3.003	0	0	11.102	20.183
gene-LOC106724161	LOC106724161	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724162	LOC106724162	0	6.234	0	1.993	0	0	0	0	0	0	0	0
gene-LOC106724163	LOC106724163	0	0	0	0	0	0	0	0	0	0	2	4
gene-LOC106724164	LOC106724164	169	174	416	29	92	311	1344.033	188	76	0	109	304
gene-LOC106724165	LOC106724165	21.106	19.943	66.243	22.16	45.106	11.053	4.009	5.029	9.055	0	45.522	124.459
gene-LOC106724166	LOC106724166	0	2	13	0	3	0	2	0	1	0	3	12
gene-LOC106724167	LOC106724167	0	0	0	0	2	0	0	0	0	0	0	0
gene-LOC106724168	LOC106724168	1629.07	6109.96	900.804	4221.501	272.908	5519.977	1588.504	1590.61	3149.465	0	370.384	1033.844
gene-LOC106724169	LOC106724169	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724170	LOC106724170	3	17	49	9	1	3	53	5	1	0	10	19
gene-LOC106724171	LOC106724171	0	0	0	1	0	0	0	0	1	0	1	2
gene-LOC106724172	LOC106724172	15	1	3	16	207	0	2	83	1	0	116	310
gene-LOC106724173	LOC106724173	115	50	85	0	365	7	224	648	6	0	96	281
gene-LOC106724174	LOC106724174	0	1	11	0	5	0	19	2	0	0	0	3
gene-LOC106724177	LOC106724177	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724179	LOC106724179	0	12	101	1	321	2	16	5	1	0	40	103
gene-LOC106724180	LOC106724180	30	22	36	14	88	33	217	100	37	0	26	63
gene-LOC106724181	LOC106724181	8	37	51	54	1	24	68	16	25	0	1	12
gene-LOC106724182	LOC106724182	79.827	260.306	321.087	324.238	150.882	243.185	841.793	137.233	462.114	0	52.485	115.516
gene-LOC106724183	LOC106724183	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724184	LOC106724184	0	11	9	20	4	6	24	0	0	0	0	0
gene-LOC106724185	LOC106724185	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724186	LOC106724186	67	135.579	11	36	56	121	9	5	18	0	9	19
gene-LOC106724187	LOC106724187	0	601.003	1221.182	415	632	18	71	14	5	0	473	1320
gene-LOC106724188	LOC106724188	0	7	31	9	12	18	39	16	9	0	8	37
gene-LOC106724189	LOC106724189	0	0	2	0	0	1	2	0	0	0	0	0
gene-LOC106724190	LOC106724190	0	5	5	0	11	0	1	0	0	0	2	6
gene-LOC106724191	LOC106724191	0	0	0	0	0	0.999	0	0.906	0	0	0	0
gene-LOC106724192	LOC106724192	382	35	281	28	71	98	942	264.418	37	0	51	140
gene-LOC106724193	LOC106724193	0	0	8	0	5	1	3	0	0	0	3	10
gene-LOC106724194	LOC106724194	0	12.858	1.112	5.62	2.492	8.66	16.721	0	17.964	0	0	0
gene-LOC106724195	LOC106724195	283.232	66.342	112.756	35.933	93.954	64.455	129.605	196.134	16.457	0	222.321	580.596
gene-LOC106724196	LOC106724196	0	0	0	0	1	0	0	0	0	0	6	23
gene-LOC106724197	LOC106724197	32	32.948	65.131	133.094	631.239	5.506	32.501	1404.292	23.404	0	2174.647	5969.772
gene-LOC106724198	LOC106724198	5	3	6	12.002	4.408	1	1	0	2	0	7	42.891
gene-LOC106724199	LOC106724199	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724200	LOC106724200	0	2	1	0	0	0	0	0	1	0	0	0
gene-LOC106724201	LOC106724201	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724202	LOC106724202	50	15	7	25	6	13	9	5	13	0	4	10
gene-LOC106724203	LOC106724203	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724204	LOC106724204	0	0	0	1	0	0	0	0	2	0	0	0
gene-LOC106724205	LOC106724205	18	20488.498	10544.9	9384.012	6758.591	1584.52	4431.714	1283.503	2661.917	0	4352.389	12163.109
gene-LOC106724206	LOC106724206	14	42.502	40.788	22.631	67.733	7.192	75.091	75.776	17.83	0	38.082	139.493
gene-LOC106724207	LOC106724207	0	0	15	0	9	0	1	0	0	0	4	13
gene-LOC106724208	LOC106724208	0	0	0	0	0	0	1	0	0	0	0	0
gene-LOC106724209	LOC106724209	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724210	LOC106724210	0	0	0	1	1	0	0	0	0	0	0	0
gene-LOC106724211	LOC106724211	15.049	0	0	0	0	0	58.641	27.338	0	0	0	0
gene-LOC106724212	LOC106724212	0	0	1.003	0	0	0	1	0	0	0	0	0
gene-LOC106724213	LOC106724213	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724214	LOC106724214	0	4	7.998	7	0	0	0	0	0	0	1.001	5.001
gene-LOC106724215	LOC106724215	0	37	63	28	48	10	27	2	0	0	26	59
gene-LOC106724216	LOC106724216	0	10	2	2	3	13	25	6	5	0	0	0
gene-LOC106724217	LOC106724217	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724218	LOC106724218	118	148.498	144.212	78.369	209.267	49.808	214.909	399.238	57.17	0	252.918	722.507
gene-LOC106724219	LOC106724219	0	0	27	0	0	0	46	0	0	0	0	0
gene-LOC106724220	LOC106724220	0	0	0	0	0	0	0	3	0	0	0	0
gene-LOC106724221	LOC106724221	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724222	LOC106724222	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106724223	LOC106724223	53	642.69	653.083	638.058	252.283	230.219	431.414	54	137.991	0	107	307.141
gene-LOC106724224	LOC106724224	0	1	3	0	0	0	0	0	0	0	0	0
gene-LOC106724225	LOC106724225	0	0	0	0	0	0	0	0	0	0	0	0
