gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-LOC106725711	LOC106725711	0	0.087285	0.957238	0	0.052716	0.043657	0.197475	0.046627	0.024544	0	0.272682	0.202093
gene-LOC106725712	LOC106725712	0	0	0.226243	0	0	0	0	0	0	0	0	0
gene-LOC106725713	LOC106725713	0.063604	0.371511	0.555536	0.639899	0	0.187242	0.028246	0	0.281008	0	0.274234	0.169869
gene-LOC106725714	LOC106725714	0	0.47503	0.482197	0.669573	0.280721	0.051127	0.046338	0	0.057641	0	0.283217	0.105472
gene-LOC106725715	LOC106725715	508.475282	43.392756	401.547511	71.385536	192.06016	40.231742	225.35789	377.911682	34.725351	0	647.123672	605.287576
gene-LOC106725716	LOC106725716	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725717	LOC106725717	0	0	0	0	0	0	0.1044	0	0	0	0	0
gene-LOC106725718	LOC106725718	0	0.026111	0	0.065841	0	0	0	0	0	0	0.14185	0.052665
gene-LOC106725719	LOC106725719	0	0	0	0	0	0	0.07045	0	0	0	0	0
gene-LOC106725720	LOC106725720	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725722	LOC106725722	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725723	LOC106725723	0	23.911982	34.903762	56.78784	1011.121472	0	0	0	0	0	17.348026	20.489813
gene-LOC106725724	LOC106725724	0	0.231636	0.282223	1.171724	0	0.036119	0.032697	0	1.179308	0	0	0
gene-LOC106725725	LOC106725725	0.202799	3.098962	5.956933	0.847502	1.210518	0.968416	2.140515	0.476439	0.347981	0	3.127403	2.583997
gene-LOC106725726	LOC106725726	0	0	0	0	0	0	0	0	0	0	3.125996	2.327203
gene-LOC106725727	LOC106725727	0	0.871582	2.396461	0	0	0.515425	0.490247	0.373823	0	0	0	0
gene-LOC106725728	LOC106725728	4664.912888	2890.502931	4056.656518	2763.071769	1328.142473	4166.271846	4714.053092	5962.035226	2524.752593	0	4383.444827	4459.303873
gene-LOC106725729	LOC106725729	0	0	1.262407	0	0	0	0.520389	0	0	0	0	0
gene-LOC106725730	LOC106725730	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725731	LOC106725731	0	0	0.998653	0	0	0	0	0.453339	0	0	0	0
gene-LOC106725732	LOC106725732	4.486508	3.48837	7.537418	1.639043	1.692366	3.670864	2.690116	1.896678	0.648752	0	3.310648	3.474288
gene-LOC106725733	LOC106725733	0.098496	0.576008	0.350914	0.21492	0.059332	0.453539	0.114853	0	0	0	0.116148	0.119565
gene-LOC106725734	LOC106725734	0	0.550946	1.675448	0	0.352071	0	0.174308	0	0	0	0.242585	0.452531
gene-LOC106725735	LOC106725735	1.66224	0.277209	4.698097	0.158828	1.289235	0.296109	3.35979	1.550071	0.179396	0	2.465305	1.779535
gene-LOC106725736	LOC106725736	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725737	LOC106725737	0.901772	0.134728	0	0.636241	0.294165	0.082398	0.495681	0.174969	0.216935	0	0	0
gene-LOC106725738	LOC106725738	0	0	0.502474	0	1.22368	0	0.033323	0.155783	0	0	0.954337	1.53799
gene-LOC106725739	LOC106725739	0	0	0.248297	0	0	0	0	0	0	0	0	0
gene-LOC106725740	LOC106725740	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725741	LOC106725741	0.413658	0.26622	0	0.202657	0	0.154893	0.093598	0	0.640353	0	0	0
gene-LOC106725742	LOC106725742	0	0.538086	0	0	0	0	0	0	0	0	2.075184	1.031111
gene-LOC106725743	LOC106725743	0.819518	0.066622	3.354444	0.144356	1.361771	0.193079	6.334668	1.053747	0.164243	0	0.49818	0.442662
gene-LOC106725744	LOC106725744	0	0	0	0.245244	0	0	0.057992	0	0	0	0	0
gene-LOC106725745	LOC106725745	0	0.063254	0.847781	0	4.399573	0.056574	0.068251	0.441786	0	0	0.688836	0.937078
gene-LOC106725746	LOC106725746	0	0	0.091529	0	0	0.048149	0	0.067715	0	0	0	0.050145
gene-LOC106725747	LOC106725747	0	0.052767	0.462958	0.066269	0.059662	0.055163	0.207925	0.00655	0.010337	0	0	0.074879
gene-LOC106725748	LOC106725748	0.450751	0.165377	3.582619	0.470276	0.832662	0.102183	2.13934	1.152415	0.037327	0	2.745821	2.344584
gene-LOC106725749	LOC106725749	0	0.575094	1.345207	0.163415	0.025905	0.131892	0.666323	0.070286	0.018543	0	0.52875	0.294057
gene-LOC106725750	LOC106725750	0	0.220838	0.6457	0.447428	0	0.209538	0.645124	0.059022	0.18881	0	0.118969	0.132808
gene-LOC106725751	LOC106725751	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725752	LOC106725752	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725753	LOC106725753	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725754	LOC106725754	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725755	LOC106725755	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725756	LOC106725756	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725757	LOC106725757	0.036879	0	1.060599	0	1.03159	0	1.598773	1.343617	0	0	1.144618	0.889648
gene-LOC106725758	LOC106725758	0	0	0.030522	0	0.046767	0	0.040094	0	0	0	0	0
gene-LOC106725759	LOC106725759	0	0.907598	5.133726	0.766007	0.873248	3.14996	12.04042	3.573341	0.230375	0	2.096348	2.469976
gene-LOC106725760	LOC106725760	0.215168	0.542216	1.858281	0.182359	1.329154	0.319841	1.743618	2.477402	0.056777	0	2.91523	3.396664
gene-LOC106725761	LOC106725761	0	0	0.067391	0	0	0	0	0	0	0	0	0
gene-LOC106725763	LOC106725763	1.010126	0	0.954714	0.044741	26.003911	0	0.140792	2.224166	0	0	8.926307	8.202634
gene-LOC106725764	LOC106725764	2.118553	3.041438	1.033371	1.529592	0.552397	2.417849	2.263492	1.046341	3.778161	0	0.941395	0.561643
gene-LOC106725765	LOC106725765	0.85404	3.774998	6.290382	0.287226	0.744289	1.911279	2.301577	0.058771	0.053055	0	0.477511	0.653442
gene-LOC106725766	LOC106725766	153.039956	143.472097	289.854177	282.554885	717.859843	617.088539	1217.877547	492.466558	1289.77868	0	253.926412	252.677762
gene-LOC106725767	LOC106725767	0.204961	5.629823	8.782969	0.108644	1.425754	4.748259	7.839569	1.372462	0.319977	0	1.387823	2.194496
gene-LOC106725768	LOC106725768	0.39005	0.48774	3.197781	0.133162	0.929039	1.48733	1.587845	1.566467	1.443721	0	5.859887	5.276816
gene-LOC106725769	LOC106725769	0	0	0	0.15577	0	0	0.164729	0	0.273156	0	0	0
gene-LOC106725770	LOC106725770	73.159019	84.835776	86.933013	53.092465	49.962618	49.884324	46.909948	54.589419	21.078896	0	63.043304	55.177507
gene-LOC106725771	LOC106725771	0.28719	0.340902	0.761478	0	0.359881	0.14149	1.024644	0.199691	0.238937	0	0.306981	0.152199
gene-LOC106725772	LOC106725772	0	0.209783	0.510832	0.177901	0.546589	0.28082	0.510509	0.049193	0.317376	0	0	0
gene-LOC106725773	LOC106725773	0.213027	1.374016	6.097563	2.239406	5.966923	0.376954	1.109925	0.795293	0.477948	0	5.538998	4.909696
gene-LOC106725774	LOC106725774	0.086548	2.114447	11.448779	1.432643	3.317514	0.550266	1.024301	0.665782	0.712098	0	3.08565	2.612249
gene-LOC106725775	LOC106725775	0.42744	2.960508	10.993092	4.502014	4.350862	0.661815	0.813988	0.96449	0.586078	0	8.672119	9.864583
gene-LOC106725776	LOC106725776	0.04563	3.249306	5.938678	4.763608	4.860027	1.342427	0.910962	0.213267	0.854331	0	2.482741	2.42254
gene-LOC106725777	LOC106725777	0.300514	0.264115	8.561887	0.527888	4.029347	0.083968	1.433794	0.254134	0.059008	0	4.168638	3.356893
gene-LOC106725778	LOC106725778	7.908828	1.242732	2.11596	0.57128	13.036992	1.03955	2.786401	7.146868	0.836699	0	7.234559	6.539662
gene-LOC106725779	LOC106725779	0	0	0.078073	0	0.118799	0	0.034594	0	0	0	0	0.043145
gene-LOC106725780	LOC106725780	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725781	LOC106725781	0	0.384301	0.64203	0.034858	0	1.067704	0.847032	0.116774	0.054538	0	0.14024	0.137224
gene-LOC106725782	LOC106725782	0.077344	0.667468	3.964722	0.360452	1.155908	0.042941	1.554254	0.06091	0.120775	0	1.42598	1.299101
gene-LOC106725783	LOC106725783	0.006513	0.177993	0.668692	0.098477	0.060127	0.16625	0.844109	0.01886	0.097616	0	0.449347	0.258747
gene-LOC106725784	LOC106725784	0.167643	0.248045	1.722336	0.125785	1.391041	0.190786	0.907511	0.43599	0.053759	0	2.265928	1.538344
gene-LOC106725785	LOC106725785	1.358857	4.792251	13.156875	5.067423	5.399358	2.24605	5.787046	1.382181	2.669274	0	5.931353	5.930883
gene-LOC106725786	LOC106725786	0	0.661277	1.371948	1.011901	1.673786	0.221982	0.631212	0.112689	0.463663	0	1.12081	1.192731
gene-LOC106725787	LOC106725787	0.486593	5.055006	18.772995	6.450545	8.518441	1.272416	5.441702	1.141676	2.558087	0	11.387805	11.34635
gene-LOC106725788	LOC106725788	0.137894	0.277337	0.85779	0.188055	0.177995	0	0	0.013553	0	0	0.406518	0.624862
gene-LOC106725789	LOC106725789	0	0.066476	0.097202	0.317461	0.2994	0	0	0	0.013112	0	0.036329	0.080783
gene-LOC106725790	LOC106725790	0	0.297519	1.015034	1.273362	1.216301	0	0.016	0.012559	0.099455	0	2.215285	1.603427
gene-LOC106725791	LOC106725791	0.06241	0.095744	0.224997	0.051573	0.500234	0.108071	0.076044	0.025639	0	0	0.26157	0.304686
gene-LOC106725792	LOC106725792	0	0	0.590921	0.117045	0.12394	0	1.356506	0.031002	0.297776	0	0	0
gene-LOC106725793	LOC106725793	0	0	0	0	0	0	0.211351	0	0	0	0	0
gene-LOC106725794	LOC106725794	0	0.107575	0	0	0	0	0	0	0	0	0	0
gene-LOC106725795	LOC106725795	0	0.063197	0.5772	0	0.248877	0	0.341114	0	0	0	0.337565	0.377476
gene-LOC106725796	LOC106725796	2.899291	0	1.26805	0.139684	0	1.565498	1.711288	2.549527	0.710158	0	1.583385	3.342448
gene-LOC106725797	LOC106725797	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725798	LOC106725798	0	0	18.207188	0	0	0	27.840719	0	0	0	0	0
gene-LOC106725799	LOC106725799	0	0.028277	0.051682	0.142679	0.038921	0	0	0	0	0	0	0
gene-LOC106725800	LOC106725800	0	0	3.088741	0	0	0	0.920734	0	1.119595	0	0	0
gene-LOC106725801	LOC106725801	0	0	0	0	0.130798	0.21677	0	4.110989	0	0	1.89959	2.349741
gene-LOC106725802	LOC106725802	88.176684	57.087475	92.616246	53.330223	75.385437	34.985733	41.652249	30.310368	16.384353	0	133.498152	132.002852
gene-LOC106725803	LOC106725803	2.814734	0	0	0	0.319384	0	0	1.255503	0	0	2.6324	0.735605
gene-LOC106725804	LOC106725804	0.079942	6.764785	13.359779	4.764645	0.900595	4.853057	5.586888	0	2.169558	0	0	0
gene-LOC106725805	LOC106725805	0	0	0	0	0	0	0	0	0	0	2.174403	0
gene-LOC106725806	LOC106725806	37.070983	47.989974	52.103803	34.140894	16.790365	70.636398	62.935015	42.151004	32.415169	0	39.345933	39.923918
gene-LOC106725807	LOC106725807	0.15253	0.768826	2.266029	1.677241	0.285643	0.634805	2.266799	0.28539	0.920279	0	0.263056	0.243602
gene-LOC106725808	LOC106725808	0.040809	13.364575	3.527612	3.690128	1.245852	5.595111	3.299509	0.807036	4.847059	0	0.427002	1.035475
gene-LOC106725809	LOC106725809	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725810	LOC106725810	0	0.80927	3.590556	0	0.076375	0.453086	1.284126	0.079487	0	0	0.92854	0.345925
gene-LOC106725811	LOC106725811	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725812	LOC106725812	0	0	0	0	0	0	0.504792	0	0	0	0	0
gene-LOC106725813	LOC106725813	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725814	LOC106725814	1.553966	0.943135	30.713576	1.214694	0.625844	2.09151	53.447137	2.151997	1.942636	0	1.633713	1.666935
gene-LOC106725815	LOC106725815	0	0.493391	0.540944	0.562926	0.263615	0	0	0	0	0	0.132581	0.394873
gene-LOC106725816	LOC106725816	0	1.033317	0.290253	1.011935	0	0	0	0	0	0	0.421738	0.157333
gene-LOC106725817	LOC106725817	0	0.486807	0.680378	0.722498	0.23636	0	0	0.036974	0	0	0.388454	0.490527
gene-LOC106725818	LOC106725818	0	0	3.788221	0.883639	4.982455	0	1.436721	2.043348	2.010838	0	0.901855	0.672636
gene-LOC106725819	LOC106725819	0	1.320551	1.295059	0.284673	2.688686	0.237132	0.160961	0.503021	0	0	4.623661	4.311357
gene-LOC106725820	LOC106725820	0.267312	0.240896	0.366879	0.101584	0	0.03771	0.477973	0.132955	0	0	0.541738	0.765683
gene-LOC106725821	LOC106725821	0	0.153872	1.405778	0.065048	1.639991	0	0	0	0	0	0.963932	0.564018
gene-LOC106725822	LOC106725822	0	1.266746	0.385758	0.200872	0.421081	0.102253	0	0	0	0	0.849651	0.580097
gene-LOC106725823	LOC106725823	0	0.046994	1.503083	0.059211	0	0.08458	1.473278	0	0	0	0	0
gene-LOC106725825	LOC106725825	0	0	0.056452	0	0	0	0.025637	0.02004	0	0	0	0.0622
gene-LOC106725826	LOC106725826	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725827	LOC106725827	0	1.550316	3.93557	0.826281	3.407394	1.056746	2.450862	0.566251	0.039957	0	2.501856	2.981045
gene-LOC106725828	LOC106725828	0	0	0.165954	0	0.220517	0	0	0.028929	0	0	0	0
gene-LOC106725829	LOC106725829	0.125451	0.905114	1.321376	0.690677	0.211863	0.421568	0.101439	0.118137	0	0	3.707612	1.38317
gene-LOC106725830	LOC106725830	0	0.733	2.291086	0.13343	0.398333	0	0.810024	0.232425	0.251781	0	0	0
gene-LOC106725831	LOC106725831	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725832	LOC106725832	0	4.023625	1.086403	2.786795	0	2.787431	0.43907	0	0	0	0.515703	0
gene-LOC106725833	LOC106725833	0	0.827506	0.355794	0.246799	0.195232	0.093392	0.042304	0.032842	0	0	0	0
gene-LOC106725834	LOC106725834	0	0.049286	1.801786	0.079512	0	0.012162	1.028672	0.026026	0	0	0.173663	0.150044
gene-LOC106725835	LOC106725835	0	0	0.068085	0	0	0	0	0	0	0	0	0
gene-LOC106725836	LOC106725836	0	0	2.205683	0.255096	0	0	1.009455	0	0	0	0	0.402387
gene-LOC106725837	LOC106725837	0	0.023196	0	0.087671	0	0.166861	0.05662	0	0.04693	0	0	0
gene-LOC106725838	LOC106725838	8.026629	0.054343	0.198644	0	5.206914	0	0.044673	6.382028	0	0	6.122768	7.06721
gene-LOC106725839	LOC106725839	0.433909	0.117339	0.919637	0.963776	0.102394	0.35664	1.031383	0	1.107473	0	0	0
gene-LOC106725840	LOC106725840	0	10.667743	19.651062	19.319889	9.638649	6.172838	11.016467	10.201199	10.419621	0	22.901471	23.293763
gene-LOC106725841	LOC106725841	0	0.015496	0.084969	0.233824	0	0.081997	0.160733	0	0.169056	0	0	0
gene-LOC106725842	LOC106725842	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725843	LOC106725843	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725844	LOC106725844	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725845	LOC106725845	0	0	0	0	0.278169	0	0	0	0	0	0	0
gene-LOC106725846	LOC106725846	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725847	LOC106725847	0	0	0	0	0	0	0	0	0	0	0	0.107088
gene-LOC106725848	LOC106725848	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725849	LOC106725849	0	0.461337	0	0	0	0	0	0	0	0	0	0
gene-LOC106725851	LOC106725851	0.262734	0.843386	3.93062	0.318598	0.02933	0.603453	2.423047	1.486007	0.127278	0	1.951701	2.044535
gene-LOC106725852	LOC106725852	61.113272	31.047804	42.744347	26.569176	18.978037	48.284795	49.275942	32.408551	26.780741	0	33.236011	30.155537
gene-LOC106725854	LOC106725854	0	0.637903	0.816143	0.260718	0.357697	0.197123	0.178342	0.060081	0.031669	0	0.478743	0.338849
gene-LOC106725855	LOC106725855	0	1.173049	3.634521	1.358253	1.019624	0	0	0	0	0	0.821698	1.019841
gene-LOC106725856	LOC106725856	0	0.110695	0.202243	0	0	0	0	0	0	0	0	0
gene-LOC106725857	LOC106725857	0	0.153128	0.279579	0	0.099081	0.23323	0	0	0	0	0	0
gene-LOC106725858	LOC106725858	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725859	LOC106725859	0	0.111992	1.228059	0.471943	0.405667	0	0.346639	0.049142	0	0	0.302619	0.375066
gene-LOC106725860	LOC106725860	1.176306	1.279285	2.20163	1.217262	2.224126	1.07592	2.821721	0.773842	0.586557	0	1.460023	1.384209
gene-LOC106725861	LOC106725861	0.339667	0.937618	7.124788	0.648299	2.501505	0.091773	1.021485	0.300777	0.061909	0	2.853594	2.701805
gene-LOC106725862	LOC106725862	0.187295	0.025201	0.09212	0	0.243909	0.045555	0.474061	0.032293	0	0	0.068481	0.076266
gene-LOC106725863	LOC106725863	179.550164	124.69117	253.298738	56.545459	64.235314	140.385265	178.720452	161.59469	32.103189	0	203.460781	205.657974
gene-LOC106725864	LOC106725864	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725865	LOC106725865	0.48193	7.441484	0.648465	1.574953	0.073589	7.863015	1.228468	0.16047	3.761922	0	0.236956	0.140417
gene-LOC106725866	LOC106725866	0	2.535966	1.319446	0	0	0	1.610156	1.224884	0	0	0	0
gene-LOC106725867	LOC106725867	1.099818	0.053874	0.393743	0.27344	1.144546	0.366229	1.565018	0.587943	0.353968	0	0	0.107618
gene-LOC106725868	LOC106725868	0	0.238268	1.915749	0.422718	0.510381	0.228006	1.321874	0.352894	0.205542	0	0.768903	0.620123
gene-LOC106725870	LOC106725870	0	0	0	0	0	0	0	0	0.049284	0	0	0.024755
gene-LOC106725871	LOC106725871	0.178422	0.757163	0	0.173917	0	0.254831	0.172993	0.022507	0.07171	0	0.186248	0.034613
gene-LOC106725872	LOC106725872	0	1.522639	3.396673	1.476119	1.149742	0.020963	0.047412	0.022393	0	0	0.819515	1.032459
gene-LOC106725873	LOC106725873	0.395421	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725874	LOC106725874	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725875	LOC106725875	0	3.282761	4.617332	2.805454	3.810933	0.044936	0.091468	0.015996	0	0	2.838817	2.623563
gene-LOC106725876	LOC106725876	0	0	0	0.459436	0.450478	0	0	0	0	0	0.468423	0.873701
gene-LOC106725877	LOC106725877	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725878	LOC106725878	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725879	LOC106725879	0	0	1.12344	0.312598	0.242678	0	0	0	0	0	0.164376	0.428833
gene-LOC106725880	LOC106725880	0	0	0	0	0	0	0	0.595244	0	0	0	0
gene-LOC106725881	LOC106725881	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725882	LOC106725882	0.95963	0.2136	0.585428	0	0	0.466213	0.845173	0.254712	0	0	0.143232	0.640125
gene-LOC106725883	LOC106725883	0	0.098738	3.248248	0.041563	0.404942	0	0.027464	0	0	0	0.623813	1.026626
gene-LOC106725884	LOC106725884	0.012011	0.185623	0.447835	0.139812	0.225455	0.153358	0.749134	0.10386	0.20689	0	0.193629	0.116538
gene-LOC106725885	LOC106725885	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725886	LOC106725886	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725887	LOC106725887	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725888	LOC106725888	0	0.568136	0.688932	0.482009	4.017491	0	0	0	0	0	1.964125	2.747126
gene-LOC106725889	LOC106725889	0	0.054652	0.295415	0.051556	0.582761	0	0.118198	0.04731	0.008289	0	0.279546	0.308142
gene-LOC106725890	LOC106725890	0.27062	0	2.3233	0	0.677974	0	1.555546	0.068946	0	0	0.136575	0.152555
gene-LOC106725891	LOC106725891	0.072488	0.350132	0.365592	0.190255	1.201522	0	0.436173	0.575345	0	0	0.806205	1.050561
gene-LOC106725892	LOC106725892	0.697427	0.538151	2.105489	0.097844	0.795678	0.624836	1.564714	0.820792	0.530508	0	1.020759	2.741058
gene-LOC106725893	LOC106725893	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725894	LOC106725894	0.003853	0.034265	0.430612	0	0.660068	0.003675	0.043208	0.070832	0	0	0.916774	1.17462
gene-LOC106725895	LOC106725895	0	0.060736	0.499529	0	0.79174	0	0	0.059043	0	0	0	0.030583
gene-LOC106725896	LOC106725896	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725899	LOC106725899	0	0	0	0.298313	0	0	0	0	0.857767	0	0	0
gene-LOC106725900	LOC106725900	0.297337	0.210099	0.767975	0	2.004413	0.227217	0.058763	0	0	0	0.378888	0.211255
gene-LOC106725901	LOC106725901	0	0	0.847724	0	0	0	0	0	0	0	2.364234	1.319059
gene-LOC106725902	LOC106725902	0.130285	0.17274	8.760119	0	0.883405	0.201133	4.159414	0.881368	0	0	2.149916	2.154095
gene-LOC106725903	LOC106725903	0.081686	0.171823	6.988013	0.668614	0.523674	0.089379	1.179093	0.260197	0.02512	0	0.188218	0.400829
gene-LOC106725904	LOC106725904	0	0.296051	8.394996	0.66279	0.919561	0.048488	1.798339	0.054334	0.093444	0	0.284936	0.454555
gene-LOC106725905	LOC106725905	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725906	LOC106725906	0	0.92465	7.252785	0.290947	2.203367	0.05145	0.248282	0.024366	0.01929	0	2.204572	2.959358
gene-LOC106725907	LOC106725907	0.171818	0.13369	0.816724	0.031409	0.238342	0.33464	0.775291	0.069802	0.080099	0	0	0.020742
gene-LOC106725908	LOC106725908	0	0	0.956007	0	0.054431	0.037803	0.205349	0	0	0	0	0
gene-LOC106725909	LOC106725909	0	0	0.21579	0	1.044563	0	0	0.088968	0	0	0	0
gene-LOC106725910	LOC106725910	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725911	LOC106725911	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725912	LOC106725912	0.375175	1.284562	6.81551	0.629243	0.223828	2.889427	8.025263	0.577957	1.319175	0	0.335265	0.540454
gene-LOC106725913	LOC106725913	0.189771	0.22969	2.332262	0.739953	0.176352	0.277034	0.167125	0.065454	0.051949	0	0.208023	0.463363
gene-LOC106725914	LOC106725914	0.07141	0.028432	0.519662	0.01787	0.139863	0.037491	0.734894	0.088929	0.028106	0	0.038828	0.043175
gene-LOC106725915	LOC106725915	0	0.30366	1.38741	0.191977	0.206054	0.106362	0.128376	0	0	0	0.410152	0.5338
gene-LOC106725916	LOC106725916	0	0.122606	2.302132	0.048272	1.173022	0.189393	3.270358	1.374709	0.427593	0	1.538012	0.824899
gene-LOC106725917	LOC106725917	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725918	LOC106725918	0.350402	0	0.815427	0	0.285521	0	0.881965	0.058697	0	0	0.359797	0.05667
gene-LOC106725919	LOC106725919	0	0.147897	0.269193	0	0	0	0	0.227902	0	0	0	0
gene-LOC106725920	LOC106725920	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725921	LOC106725921	0.23806	1.982759	4.87009	0.521725	1.605998	1.095127	3.918236	1.582824	0.232014	0	4.37242	4.1435
gene-LOC106725922	LOC106725922	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725923	LOC106725923	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725924	LOC106725924	67.271781	83.022742	107.060586	73.367575	29.356304	91.466562	78.613062	90.744272	57.645233	0	106.136586	105.614013
gene-LOC106725925	LOC106725925	0	0	53.011671	0	0.026272	0	5.557989	0	0	0	0.205189	0.266364
gene-LOC106725926	LOC106725926	1.002405	0.897432	4.09464	0.995109	1.384086	1.153388	5.418147	1.135554	1.154738	0	1.544368	1.426091
gene-LOC106725927	LOC106725927	0	0.009251	0.033819	0	0.052403	0.016067	0.079938	0	0	0	0	0
gene-LOC106725928	LOC106725928	0	0	0	0	0	0	0	0.028227	0	0	0	0
gene-LOC106725929	LOC106725929	0	1.749634	0	0	0	0	0	0	0	0	0	0
gene-LOC106725930	LOC106725930	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725931	LOC106725931	21.330953	38.672401	32.245591	54.015106	9.497839	48.140914	32.590648	30.693158	76.23759	0	24.598902	25.300076
gene-LOC106725932	LOC106725932	0	0.140013	0	0.059132	0	0	0.040357	0	0.050201	0	0	0
gene-LOC106725933	LOC106725933	0	0	0.344006	0	0.22251	0	0.132527	0	0	0	0	0
gene-LOC106725934	LOC106725934	0	0	0	0	0	0	0	0	0	0	4.338809	0.537514
gene-LOC106725935	LOC106725935	0.199841	1.083226	4.712599	3.33646	1.442589	0.747384	1.128902	0.140061	0.451824	0	0.83081	1.082756
gene-LOC106725936	LOC106725936	0	0.027444	0.250817	0.264148	0.090698	0.031767	0.165238	0.011322	0.017857	0	0.100182	0.064937
gene-LOC106725937	LOC106725937	0	1.90553	2.802111	1.241347	0.456468	0.647795	1.20781	0.640857	0.529979	0	1.788208	2.255986
gene-LOC106725938	LOC106725938	0.204045	0.364616	1.448225	0.202085	0.346536	0.15855	0.142264	0.013158	0.051567	0	0.335486	0.297555
gene-LOC106725939	LOC106725939	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725941	LOC106725941	0	0	0.207268	0	0	0	0	0	0	0	0	0
gene-LOC106725942	LOC106725942	0	0	0	0	0	0	0	0	0	0	2.60244	2.895096
gene-LOC106725943	LOC106725943	0.344425	0.422572	1.392842	0.921792	2.776272	0.10429	0.811622	0.776044	0.159268	0	2.121978	2.224865
gene-LOC106725944	LOC106725944	134.04031	3.191375	4.656175	4.44666	48.594736	3.962655	4.985879	100.103566	4.488187	0	88.398905	92.723559
gene-LOC106725945	LOC106725945	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725946	LOC106725946	0.016157	0.035762	0.10459	0.107698	0.020322	0.098865	0.162093	0.01763	0.166705	0	0	0.014516
gene-LOC106725947	LOC106725947	0	0.074519	0	0	0	0.034733	0.031442	0.269677	0	0	0.100683	0.149737
gene-LOC106725948	LOC106725948	0	0.173289	1.266706	0.219387	0	0.082035	0.259993	0.057786	0	0	0.466949	0.043435
gene-LOC106725949	LOC106725949	8.628705	15.83578	31.868811	13.327564	9.9937	5.795319	5.716333	10.743299	2.882628	0	42.042423	39.066365
gene-LOC106725950	LOC106725950	0	0.147897	0.538387	0	0	0	0	0	0	0	0.385542	0.431495
gene-LOC106725951	LOC106725951	0.133813	0.062166	0	0.808809	0.461464	0.018516	0	0.052587	0.291599	0	0	0
gene-LOC106725952	LOC106725952	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725953	LOC106725953	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC106725954	LOC106725954	0.457417	3.435471	4.890683	1.996942	0.185913	1.460106	2.442245	0.157196	0.261987	0	1.852677	4.605261
